ip,port,root
192.168.1.1,8080,root
192.168.1.2,8080,192.168.1.1
192.168.1.3,8080,192.168.1.1
192.168.1.4,8080,192.168.1.2
192.168.1.5,8080,192.168.1.2
192.168.1.6,8080,192.168.1.3
192.168.1.7,8080,192.168.1.3
192.168.1.8,8080,192.168.1.4
192.168.1.9,8080,192.168.1.4
192.168.1.10,8080,192.168.1.5
192.168.1.11,8080,192.168.1.5
192.168.1.12,8080,192.168.1.6
192.168.1.13,8080,192.168.1.6
192.168.1.14,8080,192.168.1.7
192.168.1.15,8080,192.168.1.7
