baseline,language,taskset,execution,chunk_size,nrow,time
ByteBufferJava,Java,false,Total,1000000,15000000,965012
ByteBufferJava,Java,false,IO,1000000,15000000,192529
ByteBufferJava,Java,true,Total,1000000,15000000,963831
ByteBufferJava,Java,true,IO,1000000,15000000,212321
JsonJava,Java,false,Total,1000000,15000000,5416397
JsonJava,Java,false,IO,1000000,15000000,340116
JsonJava,Java,true,Total,1000000,15000000,5236438
JsonJava,Java,true,IO,1000000,15000000,372640
FlatBuffersJava,Java,false,Total,1000000,15000000,422224
FlatBuffersJava,Java,false,IO,1000000,15000000,243720
FlatBuffersJava,Java,true,Total,1000000,15000000,452416
FlatBuffersJava,Java,true,IO,1000000,15000000,271199
HandcodedCPP,CPP,false,IO,1000000,15000000,168411
HandcodedCPP,CPP,false,Total,1000000,15000000,497433
HandcodedCPP,CPP,true,Total,1000000,15000000,496414
HandcodedCPP,CPP,true,IO,1000000,15000000,169032
inPlaceCPP,CPP,false,IO,1000000,15000000,255430
inPlaceCPP,CPP,false,Total,1000000,15000000,581987
inPlaceCPP,CPP,true,Total,1000000,15000000,585847
inPlaceCPP,CPP,true,IO,1000000,15000000,255507
BoostCPP,CPP,false,IO,1000000,15000000,173117
BoostCPP,CPP,false,Total,1000000,15000000,1955037
BoostCPP,CPP,true,Total,1000000,15000000,1951745
BoostCPP,CPP,true,IO,1000000,15000000,173617
ProtoBufCPP,CPP,false,IO,1000000,15000000,147170
ProtoBufCPP,CPP,false,Total,1000000,15000000,679521
ProtoBufCPP,CPP,true,Total,1000000,15000000,679977
ProtoBufCPP,CPP,true,IO,1000000,15000000,146982
BsonCPP,CPP,false,IO,1000000,15000000,353020
BsonCPP,CPP,false,Total,1000000,15000000,14577087
BsonCPP,CPP,true,Total,1000000,15000000,14575330
BsonCPP,CPP,true,IO,1000000,15000000,353313
FlatBufCPP,CPP,false,IO,1000000,15000000,226265
FlatBufCPP,CPP,false,Total,1000000,15000000,666401
FlatBufCPP,CPP,true,Total,1000000,15000000,663770
FlatBufCPP,CPP,true,IO,1000000,15000000,226645
JsonRust,Rust,false,IO,1000000,15000000,360195
JsonRust,Rust,false,Total,1000000,15000000,697748
JsonRust,Rust,true,Total,1000000,15000000,696962
JsonRust,Rust,true,IO,1000000,15000000,358751
BincodeRust,Rust,false,IO,1000000,15000000,195343
BincodeRust,Rust,false,Total,1000000,15000000,292123
BincodeRust,Rust,true,Total,1000000,15000000,291680
BincodeRust,Rust,true,IO,1000000,15000000,193754
MessagePackRust,Rust,false,IO,1000000,15000000,145180
MessagePackRust,Rust,false,Total,1000000,15000000,329047
MessagePackRust,Rust,true,Total,1000000,15000000,330444
MessagePackRust,Rust,true,IO,1000000,15000000,147258
BsonRust,Rust,false,IO,1000000,15000000,344751
BsonRust,Rust,false,Total,1000000,15000000,2297314
BsonRust,Rust,true,Total,1000000,15000000,2299587
BsonRust,Rust,true,IO,1000000,15000000,345029
FlexBufRust,Rust,false,IO,1000000,15000000,325553
FlexBufRust,Rust,false,Total,1000000,15000000,989218
FlexBufRust,Rust,true,Total,1000000,15000000,989298
FlexBufRust,Rust,true,IO,1000000,15000000,325549
DefaultJava,Java,false,Total,1000000,15000000,4316970
DefaultJava,Java,false,IO,1000000,15000000,385815
DefaultJava,Java,true,Total,1000000,15000000,4285373
DefaultJava,Java,true,IO,1000000,15000000,419332
Json+GzipJava,Java,false,Total,1000000,15000000,9058222
Json+GzipJava,Java,false,IO,1000000,15000000,100963
Json+GzipJava,Java,true,Total,1000000,15000000,8579547
Json+GzipJava,Java,true,IO,1000000,15000000,112815
BsonJava,Java,false,Total,1000000,15000000,2940923
BsonJava,Java,false,IO,1000000,15000000,405066
BsonJava,Java,true,Total,1000000,15000000,2730776
BsonJava,Java,true,IO,1000000,15000000,446244
ProtoBufJava,Java,false,Total,1000000,15000000,655676
ProtoBufJava,Java,false,IO,1000000,15000000,158570
ProtoBufJava,Java,true,Total,1000000,15000000,742163
ProtoBufJava,Java,true,IO,1000000,15000000,176478
KryoJava,Java,false,Total,1000000,15000000,885350
KryoJava,Java,false,IO,1000000,15000000,158279
KryoJava,Java,true,Total,1000000,15000000,1043977
KryoJava,Java,true,IO,1000000,15000000,177182
ByteBufferJava,Java,false,Total,1000000,15000000,984284
ByteBufferJava,Java,false,IO,1000000,15000000,193245
ByteBufferJava,Java,true,Total,1000000,15000000,966349
ByteBufferJava,Java,true,IO,1000000,15000000,212194
