23:54:52:1588809292+00:00,32116,207
23:54:53:1588809293+00:00,32116,208
23:54:54:1588809294+00:00,32116,285
23:54:55:1588809295+00:00,32116,286
23:54:56:1588809296+00:00,32116,288
23:54:57:1588809297+00:00,32116,409
23:54:58:1588809298+00:00,32116,609
23:54:59:1588809299+00:00,32116,769
23:55:00:1588809300+00:00,32116,1033
23:55:01:1588809301+00:00,32116,1245
23:55:02:1588809302+00:00,32116,1504
23:55:03:1588809303+00:00,32116,1757
23:55:04:1588809304+00:00,32116,1982
23:55:05:1588809305+00:00,32116,2220
23:55:06:1588809306+00:00,32116,2454
23:55:07:1588809307+00:00,32116,2719
23:55:08:1588809308+00:00,32116,2889
23:55:09:1588809309+00:00,32116,3112
23:55:10:1588809310+00:00,32116,3372
23:55:11:1588809311+00:00,32116,3624
23:55:12:1588809312+00:00,32116,3876
23:55:13:1588809313+00:00,32116,4138
23:55:14:1588809314+00:00,32116,4373
23:55:15:1588809315+00:00,32116,4621
23:55:16:1588809316+00:00,32116,4867
23:55:17:1588809317+00:00,32116,5119
23:55:18:1588809318+00:00,32116,5427
23:55:19:1588809319+00:00,32116,5711
23:55:20:1588809320+00:00,32116,5965
23:55:21:1588809321+00:00,32116,6233
23:55:22:1588809322+00:00,32116,6497
23:55:23:1588809323+00:00,32116,6737
23:55:24:1588809324+00:00,32116,6988
23:55:25:1588809325+00:00,32116,7251
23:55:26:1588809326+00:00,32116,7500
23:55:27:1588809327+00:00,32116,7688
23:55:28:1588809328+00:00,32116,7918
23:55:30:1588809330+00:00,32116,8174
23:55:31:1588809331+00:00,32116,8438
23:55:32:1588809332+00:00,32116,8653
23:55:33:1588809333+00:00,32116,8811
23:55:34:1588809334+00:00,32116,9064
23:55:35:1588809335+00:00,32116,9276
23:55:36:1588809336+00:00,32116,9499
23:55:37:1588809337+00:00,32116,9748
23:55:38:1588809338+00:00,32116,10015
23:55:39:1588809339+00:00,32116,10293
23:55:40:1588809340+00:00,32116,10578
23:55:41:1588809341+00:00,32116,10859
23:55:42:1588809342+00:00,32116,11123
23:55:43:1588809343+00:00,32116,11358
23:55:44:1588809344+00:00,32116,11590
23:55:45:1588809345+00:00,32116,11847
23:55:46:1588809346+00:00,32116,12087
23:55:47:1588809347+00:00,32116,12353
23:55:48:1588809348+00:00,32116,12505
23:55:49:1588809349+00:00,32116,12784
23:55:50:1588809350+00:00,32116,13024
23:55:51:1588809351+00:00,32116,13271
23:55:52:1588809352+00:00,32116,13512
23:55:53:1588809353+00:00,32116,13751
23:55:54:1588809354+00:00,32116,13995
23:55:55:1588809355+00:00,32116,14249
23:55:56:1588809356+00:00,32116,14471
23:55:57:1588809357+00:00,32116,14743
23:55:58:1588809358+00:00,32116,14908
23:55:59:1588809359+00:00,32116,14908
23:56:00:1588809360+00:00,32116,14908
23:56:01:1588809361+00:00,32116,14908
23:56:02:1588809362+00:00,32116,14908
23:56:03:1588809363+00:00,32116,14908
23:56:04:1588809364+00:00,32116,3826
