13:58:26:1589032706+00:00,32116,223
13:58:27:1589032707+00:00,32116,224
13:58:28:1589032708+00:00,32116,275
13:58:29:1589032709+00:00,32116,302
13:58:30:1589032710+00:00,32116,303
13:58:31:1589032711+00:00,32116,315
13:58:32:1589032712+00:00,32116,567
13:58:33:1589032713+00:00,32116,906
13:58:34:1589032714+00:00,32116,1274
13:58:35:1589032715+00:00,32116,1595
13:58:36:1589032716+00:00,32116,1840
13:58:37:1589032717+00:00,32116,2144
13:58:38:1589032718+00:00,32116,2361
13:58:39:1589032719+00:00,32116,2702
13:58:40:1589032720+00:00,32116,2977
13:58:41:1589032721+00:00,32116,3242
13:58:42:1589032722+00:00,32116,3537
13:58:43:1589032723+00:00,32116,3866
13:58:44:1589032724+00:00,32116,4156
13:58:45:1589032725+00:00,32116,4371
13:58:46:1589032726+00:00,32116,4640
13:58:47:1589032727+00:00,32116,4970
13:58:48:1589032728+00:00,32116,5310
13:58:49:1589032729+00:00,32116,5594
13:58:50:1589032730+00:00,32116,5920
13:58:51:1589032731+00:00,32116,6263
13:58:52:1589032732+00:00,32116,6513
13:58:53:1589032733+00:00,32116,6848
13:58:54:1589032734+00:00,32116,7142
13:58:55:1589032735+00:00,32116,7528
13:58:56:1589032736+00:00,32116,7864
13:58:57:1589032737+00:00,32116,8148
13:58:58:1589032738+00:00,32116,8417
13:58:59:1589032739+00:00,32116,8714
13:59:00:1589032740+00:00,32116,9028
13:59:01:1589032741+00:00,32116,9367
13:59:02:1589032742+00:00,32116,9669
13:59:03:1589032743+00:00,32116,9986
13:59:04:1589032744+00:00,32116,10321
13:59:05:1589032745+00:00,32116,10609
13:59:06:1589032746+00:00,32116,10934
13:59:07:1589032747+00:00,32116,11268
13:59:08:1589032748+00:00,32116,11616
13:59:09:1589032749+00:00,32116,11994
13:59:10:1589032750+00:00,32116,12332
13:59:11:1589032751+00:00,32116,12706
13:59:12:1589032752+00:00,32116,13011
13:59:13:1589032753+00:00,32116,13316
13:59:14:1589032754+00:00,32116,13597
13:59:15:1589032755+00:00,32116,13938
13:59:16:1589032756+00:00,32116,14255
13:59:17:1589032757+00:00,32116,14562
13:59:18:1589032758+00:00,32116,14865
13:59:19:1589032759+00:00,32116,15255
13:59:20:1589032760+00:00,32116,15587
13:59:21:1589032761+00:00,32116,15910
13:59:22:1589032762+00:00,32116,16191
13:59:23:1589032763+00:00,32116,16392
13:59:24:1589032764+00:00,32116,16639
13:59:25:1589032765+00:00,32116,16863
13:59:26:1589032766+00:00,32116,17178
13:59:27:1589032767+00:00,32116,17505
13:59:28:1589032768+00:00,32116,17807
13:59:29:1589032769+00:00,32116,18012
13:59:30:1589032770+00:00,32116,18341
13:59:31:1589032771+00:00,32116,18704
13:59:32:1589032772+00:00,32116,19040
13:59:33:1589032773+00:00,32116,19357
13:59:34:1589032774+00:00,32116,19695
13:59:35:1589032775+00:00,32116,20007
13:59:36:1589032776+00:00,32116,20297
13:59:37:1589032777+00:00,32116,20590
13:59:38:1589032778+00:00,32116,20594
13:59:39:1589032779+00:00,32116,20595
13:59:40:1589032780+00:00,32116,20595
13:59:41:1589032781+00:00,32116,20595
13:59:42:1589032782+00:00,32116,20594
13:59:43:1589032783+00:00,32116,20595
13:59:44:1589032784+00:00,32116,20594
13:59:45:1589032785+00:00,32116,20594
13:59:46:1589032786+00:00,32116,20594
13:59:47:1589032787+00:00,32116,20593
13:59:48:1589032788+00:00,32116,20593
13:59:49:1589032789+00:00,32116,20593
13:59:50:1589032790+00:00,32116,20594
13:59:51:1589032791+00:00,32116,20594
13:59:52:1589032792+00:00,32116,20594
13:59:53:1589032793+00:00,32116,20594
13:59:54:1589032794+00:00,32116,20595
13:59:55:1589032795+00:00,32116,15071
