02:00:33:1589162433+00:00,32167,187
02:00:34:1589162434+00:00,32167,253
02:00:35:1589162435+00:00,32167,265
02:00:36:1589162436+00:00,32167,385
02:00:37:1589162437+00:00,32167,484
02:00:38:1589162438+00:00,32167,600
02:00:39:1589162439+00:00,32167,746
02:00:40:1589162440+00:00,32167,832
02:00:41:1589162441+00:00,32167,918
02:00:42:1589162442+00:00,32167,984
02:00:43:1589162443+00:00,32167,1051
02:00:44:1589162444+00:00,32167,1181
02:00:45:1589162445+00:00,32167,1251
02:00:46:1589162446+00:00,32167,1393
02:00:47:1589162447+00:00,32167,1529
02:00:48:1589162448+00:00,32167,1651
02:00:49:1589162449+00:00,32167,1789
02:00:50:1589162450+00:00,32167,1917
02:00:51:1589162451+00:00,32167,2050
02:00:52:1589162452+00:00,32167,2182
02:00:53:1589162453+00:00,32167,2315
02:00:54:1589162454+00:00,32167,2439
02:00:55:1589162455+00:00,32167,2579
02:00:56:1589162456+00:00,32167,2691
02:00:57:1589162457+00:00,32167,2782
02:00:58:1589162458+00:00,32167,2915
02:00:59:1589162459+00:00,32167,3048
02:01:00:1589162460+00:00,32167,3181
02:01:01:1589162461+00:00,32167,3315
02:01:02:1589162462+00:00,32167,3448
02:01:03:1589162463+00:00,32167,3581
02:01:04:1589162464+00:00,32167,3714
02:01:05:1589162465+00:00,32167,3847
02:01:06:1589162466+00:00,32167,3980
02:01:07:1589162467+00:00,32167,4114
02:01:08:1589162468+00:00,32167,4248
02:01:09:1589162469+00:00,32167,4380
02:01:10:1589162470+00:00,32167,4514
02:01:11:1589162471+00:00,32167,4654
02:01:12:1589162472+00:00,32167,4803
02:01:13:1589162473+00:00,32167,4930
02:01:14:1589162474+00:00,32167,5024
02:01:15:1589162475+00:00,32167,5116
02:01:16:1589162476+00:00,32167,5249
02:01:17:1589162477+00:00,32167,5382
02:01:18:1589162478+00:00,32167,5531
02:01:19:1589162479+00:00,32167,5670
02:01:20:1589162480+00:00,32167,5846
02:01:21:1589162481+00:00,32167,5984
02:01:22:1589162482+00:00,32167,6117
02:01:23:1589162483+00:00,32167,6250
02:01:24:1589162484+00:00,32167,6383
02:01:25:1589162485+00:00,32167,6517
02:01:26:1589162486+00:00,32167,6650
02:01:27:1589162487+00:00,32167,6783
02:01:28:1589162488+00:00,32167,6916
02:01:29:1589162489+00:00,32167,7049
02:01:30:1589162490+00:00,32167,7182
02:01:31:1589162491+00:00,32167,7315
