08:29:00:1589272140+00:00,32167,187
08:29:01:1589272141+00:00,32167,254
08:29:02:1589272142+00:00,32167,265
08:29:03:1589272143+00:00,32167,501
08:29:04:1589272144+00:00,32167,694
08:29:05:1589272145+00:00,32167,808
08:29:06:1589272146+00:00,32167,1008
08:29:07:1589272147+00:00,32167,1013
08:29:08:1589272148+00:00,32167,1021
08:29:09:1589272149+00:00,32167,1021
08:29:10:1589272150+00:00,32167,1021
08:29:11:1589272151+00:00,32167,1022
08:29:12:1589272152+00:00,32167,1022
08:29:13:1589272153+00:00,32167,1022
08:29:14:1589272154+00:00,32167,1022
08:29:15:1589272155+00:00,32167,1022
08:29:16:1589272156+00:00,32167,1023
08:29:17:1589272157+00:00,32167,1022
08:29:18:1589272158+00:00,32167,1022
08:29:19:1589272159+00:00,32167,1023
08:29:20:1589272160+00:00,32167,1023
08:29:21:1589272161+00:00,32167,1023
08:29:22:1589272162+00:00,32167,1023
08:29:23:1589272163+00:00,32167,1023
08:29:24:1589272164+00:00,32167,1023
08:29:25:1589272165+00:00,32167,1023
08:29:26:1589272166+00:00,32167,1023
08:29:27:1589272167+00:00,32167,1023
08:29:28:1589272168+00:00,32167,1155
08:29:29:1589272169+00:00,32167,1156
08:29:30:1589272170+00:00,32167,1156
08:29:31:1589272171+00:00,32167,1156
08:29:32:1589272172+00:00,32167,1156
08:29:33:1589272173+00:00,32167,1156
08:29:34:1589272174+00:00,32167,1165
08:29:35:1589272175+00:00,32167,1165
08:29:36:1589272176+00:00,32167,1165
08:29:37:1589272177+00:00,32167,1160
08:29:38:1589272178+00:00,32167,1160
08:29:39:1589272179+00:00,32167,1160
08:29:40:1589272180+00:00,32167,1160
08:29:41:1589272181+00:00,32167,1160
08:29:42:1589272182+00:00,32167,1160
08:29:43:1589272183+00:00,32167,1160
08:29:44:1589272184+00:00,32167,1166
08:29:45:1589272185+00:00,32167,1166
08:29:46:1589272186+00:00,32167,1166
08:29:47:1589272187+00:00,32167,1166
08:29:48:1589272188+00:00,32167,1166
08:29:49:1589272189+00:00,32167,1166
08:29:50:1589272190+00:00,32167,1173
08:29:51:1589272191+00:00,32167,1173
08:29:52:1589272192+00:00,32167,1169
08:29:53:1589272193+00:00,32167,1169
08:29:54:1589272194+00:00,32167,1169
08:29:55:1589272195+00:00,32167,1169
08:29:56:1589272196+00:00,32167,1168
08:29:57:1589272197+00:00,32167,1169
08:29:58:1589272198+00:00,32167,1173
08:29:59:1589272199+00:00,32167,1173
08:30:00:1589272200+00:00,32167,1173
08:30:01:1589272201+00:00,32167,1173
08:30:02:1589272202+00:00,32167,1169
08:30:03:1589272203+00:00,32167,1169
08:30:04:1589272204+00:00,32167,1169
08:30:05:1589272205+00:00,32167,1169
08:30:06:1589272206+00:00,32167,1169
08:30:07:1589272207+00:00,32167,1169
08:30:08:1589272208+00:00,32167,1169
08:30:09:1589272209+00:00,32167,1169
08:30:10:1589272210+00:00,32167,1169
08:30:11:1589272211+00:00,32167,1169
08:30:12:1589272212+00:00,32167,1168
08:30:13:1589272213+00:00,32167,1169
08:30:14:1589272214+00:00,32167,1169
08:30:15:1589272215+00:00,32167,1169
08:30:16:1589272216+00:00,32167,1169
08:30:17:1589272217+00:00,32167,1169
08:30:18:1589272218+00:00,32167,1169
08:30:19:1589272219+00:00,32167,1169
08:30:20:1589272220+00:00,32167,1169
08:30:21:1589272221+00:00,32167,1169
08:30:22:1589272222+00:00,32167,1173
08:30:23:1589272223+00:00,32167,1202
08:30:24:1589272224+00:00,32167,1202
08:30:25:1589272225+00:00,32167,1202
08:30:26:1589272226+00:00,32167,1204
08:30:27:1589272227+00:00,32167,1204
08:30:28:1589272228+00:00,32167,1204
08:30:29:1589272229+00:00,32167,1204
08:30:30:1589272230+00:00,32167,1204
08:30:31:1589272231+00:00,32167,1205
08:30:32:1589272232+00:00,32167,1204
08:30:33:1589272233+00:00,32167,1204
08:30:34:1589272234+00:00,32167,1205
08:30:35:1589272235+00:00,32167,1204
08:30:36:1589272236+00:00,32167,1204
08:30:37:1589272237+00:00,32167,1205
08:30:38:1589272238+00:00,32167,1204
08:30:39:1589272239+00:00,32167,1204
08:30:40:1589272240+00:00,32167,1204
08:30:41:1589272241+00:00,32167,1204
08:30:42:1589272242+00:00,32167,1204
08:30:43:1589272243+00:00,32167,1205
08:30:44:1589272244+00:00,32167,1205
08:30:45:1589272245+00:00,32167,1205
08:30:46:1589272246+00:00,32167,1205
08:30:47:1589272247+00:00,32167,1205
08:30:48:1589272248+00:00,32167,1204
08:30:49:1589272249+00:00,32167,1204
08:30:50:1589272250+00:00,32167,1205
08:30:51:1589272251+00:00,32167,1204
08:30:52:1589272252+00:00,32167,1204
08:30:53:1589272253+00:00,32167,1204
08:30:54:1589272254+00:00,32167,1205
08:30:55:1589272255+00:00,32167,1205
08:30:56:1589272256+00:00,32167,1205
08:30:57:1589272257+00:00,32167,1205
08:30:58:1589272258+00:00,32167,1205
08:30:59:1589272259+00:00,32167,1204
08:31:00:1589272260+00:00,32167,1205
08:31:01:1589272261+00:00,32167,1205
08:31:02:1589272262+00:00,32167,1204
08:31:03:1589272263+00:00,32167,1205
08:31:04:1589272264+00:00,32167,1205
08:31:05:1589272265+00:00,32167,1204
08:31:06:1589272266+00:00,32167,1205
08:31:07:1589272267+00:00,32167,1204
08:31:08:1589272268+00:00,32167,1204
08:31:09:1589272269+00:00,32167,1205
08:31:10:1589272270+00:00,32167,1205
08:31:11:1589272271+00:00,32167,1232
08:31:12:1589272272+00:00,32167,1232
08:31:13:1589272273+00:00,32167,1232
08:31:14:1589272274+00:00,32167,1232
08:31:15:1589272275+00:00,32167,1232
08:31:16:1589272276+00:00,32167,1232
08:31:17:1589272277+00:00,32167,1232
08:31:18:1589272278+00:00,32167,1235
08:31:19:1589272279+00:00,32167,1235
08:31:20:1589272280+00:00,32167,1235
08:31:21:1589272281+00:00,32167,1235
08:31:22:1589272282+00:00,32167,1235
08:31:23:1589272283+00:00,32167,1236
08:31:24:1589272284+00:00,32167,1235
08:31:25:1589272285+00:00,32167,1235
08:31:26:1589272286+00:00,32167,1235
08:31:27:1589272287+00:00,32167,1236
08:31:28:1589272288+00:00,32167,1235
08:31:29:1589272289+00:00,32167,1236
08:31:30:1589272290+00:00,32167,1235
08:31:31:1589272291+00:00,32167,1235
08:31:32:1589272292+00:00,32167,1235
08:31:33:1589272293+00:00,32167,1235
08:31:34:1589272294+00:00,32167,1236
08:31:35:1589272295+00:00,32167,1235
08:31:36:1589272296+00:00,32167,1235
08:31:37:1589272297+00:00,32167,1236
08:31:39:1589272299+00:00,32167,1235
08:31:40:1589272300+00:00,32167,1235
08:31:41:1589272301+00:00,32167,1236
08:31:42:1589272302+00:00,32167,1235
08:31:43:1589272303+00:00,32167,1235
08:31:44:1589272304+00:00,32167,1238
08:31:45:1589272305+00:00,32167,1237
08:31:46:1589272306+00:00,32167,1237
08:31:47:1589272307+00:00,32167,1235
08:31:48:1589272308+00:00,32167,1234
08:31:49:1589272309+00:00,32167,1234
08:31:50:1589272310+00:00,32167,1235
08:31:51:1589272311+00:00,32167,1234
08:31:52:1589272312+00:00,32167,1234
08:31:53:1589272313+00:00,32167,1261
08:31:54:1589272314+00:00,32167,1262
08:31:55:1589272315+00:00,32167,1262
08:31:56:1589272316+00:00,32167,1262
08:31:57:1589272317+00:00,32167,1263
08:31:58:1589272318+00:00,32167,1263
08:31:59:1589272319+00:00,32167,1263
08:32:00:1589272320+00:00,32167,1262
08:32:01:1589272321+00:00,32167,1263
08:32:02:1589272322+00:00,32167,1263
08:32:03:1589272323+00:00,32167,1263
08:32:04:1589272324+00:00,32167,1262
08:32:05:1589272325+00:00,32167,1263
08:32:06:1589272326+00:00,32167,1262
08:32:07:1589272327+00:00,32167,1263
08:32:08:1589272328+00:00,32167,1262
08:32:09:1589272329+00:00,32167,1263
08:32:10:1589272330+00:00,32167,1263
08:32:11:1589272331+00:00,32167,1262
08:32:12:1589272332+00:00,32167,1263
08:32:13:1589272333+00:00,32167,1263
08:32:14:1589272334+00:00,32167,1263
08:32:15:1589272335+00:00,32167,1262
08:32:16:1589272336+00:00,32167,1262
08:32:17:1589272337+00:00,32167,1263
08:32:18:1589272338+00:00,32167,1263
08:32:19:1589272339+00:00,32167,1263
08:32:20:1589272340+00:00,32167,1263
08:32:21:1589272341+00:00,32167,1263
08:32:22:1589272342+00:00,32167,1262
08:32:23:1589272343+00:00,32167,1262
08:32:24:1589272344+00:00,32167,1262
08:32:25:1589272345+00:00,32167,1263
08:32:26:1589272346+00:00,32167,1263
08:32:27:1589272347+00:00,32167,1263
08:32:28:1589272348+00:00,32167,1262
08:32:29:1589272349+00:00,32167,1290
08:32:30:1589272350+00:00,32167,1289
08:32:31:1589272351+00:00,32167,1289
08:32:32:1589272352+00:00,32167,1290
08:32:33:1589272353+00:00,32167,1290
08:32:34:1589272354+00:00,32167,1290
08:32:35:1589272355+00:00,32167,1290
08:32:36:1589272356+00:00,32167,1290
08:32:37:1589272357+00:00,32167,1290
08:32:38:1589272358+00:00,32167,1290
08:32:39:1589272359+00:00,32167,1290
08:32:40:1589272360+00:00,32167,1290
08:32:41:1589272361+00:00,32167,1290
08:32:42:1589272362+00:00,32167,1290
08:32:43:1589272363+00:00,32167,1290
08:32:44:1589272364+00:00,32167,1289
08:32:45:1589272365+00:00,32167,1289
08:32:46:1589272366+00:00,32167,1290
08:32:47:1589272367+00:00,32167,1290
08:32:48:1589272368+00:00,32167,1289
08:32:49:1589272369+00:00,32167,1290
08:32:50:1589272370+00:00,32167,1290
08:32:51:1589272371+00:00,32167,1290
08:32:52:1589272372+00:00,32167,1290
08:32:53:1589272373+00:00,32167,1290
08:32:54:1589272374+00:00,32167,1290
08:32:55:1589272375+00:00,32167,1290
08:32:56:1589272376+00:00,32167,1290
08:32:57:1589272377+00:00,32167,1290
08:32:58:1589272378+00:00,32167,1290
08:32:59:1589272379+00:00,32167,1289
08:33:00:1589272380+00:00,32167,1316
