rowdata,rustFLEXBUFFERSV,rustBSONV,rustMESSAGEPACKV,rustBINCODEV,rustJSONV,cppFLATBUFV,cppBSONV,cppBOOSTV,cppINPLACEV,cppPROTOBUFV,cppHANDCODEDV,javaFlatBufferV,javaByteBufferV,javaKryoV,javaProtoBufV,javaBsonV,javaJsonV,javaJsonGzipV,javaDefaultV
1,102.970784440667,200.520533370667,67.9831064283333,63.3431937666667,106.823777835667,21.8569666666667,276.906333333333,43.263,23.0908,18.9870666666667,15.3058666666667,30.1668697423333,122.33569131,100.833134044667,103.923984052667,277.121219582333,187.084890358333,367.056104476333,376.620313333333
2,210.095038298,411.871429,131.261796148667,130.175583565333,220.494711519,44.3481,554.670333333333,87.1003666666667,46.8251,35.8556333333333,32.2038,55.2680238963333,241.644966403333,201.418368482,202.916707950333,511.547923093333,482.108083661333,670.556629928667,703.457315582333
3,310.525448401,609.382246531333,198.228613334,193.056156436,333.720670121,66.0627333333333,829.325,136.069666666667,67.7836666666667,53.5115666666667,46.8375666666667,85.4049442443333,366.944682051,294.325090516,307.687845352667,817.68636563,803.180254582667,1056.916676355,1137.72653639467
4,400.332681179333,821.091232917,258.707131479333,272.704938796,436.463625566667,89.3056666666667,1116.96333333333,175.015333333333,93.0950333333333,70.0387,63.2041666666667,115.300325874667,512.827654422,397.179219172333,426.085266619333,1137.913593733,1132.98746287667,1451.70939921033,1548.11244286033
5,518.922297421,-1,316.166896778,344.476173723667,542.641362848667,113.026333333333,-1,220.541666666667,118.349,85.9879666666667,80.1572333333333,133.662401009333,-1,-1,-1,-1,-1,-1,-1
