rowdata,rustFLEXBUFFERSV,rustBSONV,rustMESSAGEPACKV,rustBINCODEV,rustJSONV,cppFLATBUFV,cppBSONV,cppBOOSTV,cppINPLACEV,cppPROTOBUFV,cppHANDCODEDV,javaFlatBufferV,javaByteBufferV,javaKryoV,javaProtoBufV,javaBsonV,javaJsonV,javaJsonGzipV,javaDefaultV
1,53.292301097,157.730779646333,28.6249820983333,26.361830939,50.2524899443333,6.0656,270.88992,39.3824366666667,0.0959666666666668,12.9826866666667,7.18110333333333,8.13471491966667,33.3604723886667,31.7910429763333,27.8327658453333,75.9019035903333,121.046767196,153.854036237333,149.847989747
2,106.337172954333,318.240015408667,58.108018024,52.693515092,103.198288362,10.2636666666667,532.1808,80.1832866666667,0.188299999999998,25.7869333333333,12.1989666666667,15.6363261163333,69.4450431743333,64.160856688,55.6521298483333,146.043925807333,217.008158434333,297.016012639,295.987020768333
3,160.076343221667,472.50880961,90.2753268386667,77.945769356,158.480972827,16.1895,805.515366666667,121.780566666667,0.291499999999994,40.5581666666667,19.3222,23.4180341626667,105.431741284333,97.5586489083333,86.1337600743333,230.214623146,317.188959098,450.014500244667,448.836239836
4,212.117518525333,636.077309166333,117.534121071667,107.870429277,207.089803837,23.4386,1078.97526666667,165.6454,0.383300000000006,61.1007666666667,30.3844,32.729329034,231.247784255,130.700833337333,121.708395281,304.261152088667,418.528734252,598.175060889667,584.697814539667
5,266.229540918333,NaN,146.869692139,134.098477285333,261.252061811333,26.7032333333333,NaN,202.784133333333,0.510333333333335,65.7727,31.9100333333333,34.01076059,NaN,NaN,NaN,NaN,NaN,NaN,NaN
