size,Java Default,Java Json+Gzip,Java Bson,Java ProtoBuf,Java Kryo,Java Byte Buffer,Java FlatBuffers,C++ HandCoded,C++ ProtoBuf,C++ inPlace,C++ Boost,C++ Bson,C++ FlatBuffers
1e+06,351.697176149,358.376931643,239.491305916667,86.8706219623333,87.0847426083333,103.933244366,16.8636053406667,6.64715666666667,13.4838,0.102166666666667,39.64947,266.970503333333,5.1372
2e+06,653.747164968667,651.869932479333,431.324270324,167.1336099,169.785341030333,201.884622774333,30.3768712043333,12.5174,26.4641466666667,0.190333333333333,79.73209,535.0961,10.1885
3e+06,1054.50688190367,1026.09083563867,691.482545772333,254.285848506333,245.251796716667,304.740784147,45.9310558596667,18.3467,38.8496666666667,0.305833333333332,124.379966666667,799.9638,16.5328666666667
4e+06,1425.155900497,1407.79773611367,955.953838154667,353.356213774333,329.276256420667,426.21250923,62.614325311,24.6723333333333,51.2444666666667,0.387766666666669,160.135366666667,1076.05263333333,21.6773333333333
5e+06,NaN,NaN,NaN,NaN,NaN,NaN,70.0207844913333,34.4611666666667,65.3162666666667,0.50933333333334,201.129633333333,NaN,27.2730666666667
