size,Java Default,Java Json+Gzip,Java Bson,Java ProtoBuf,Java Kryo,Java Byte Buffer,Java FlatBuffers,C++ HandCoded,C++ ProtoBuf,C++ inPlace,C++ Boost,C++ Bson,C++ FlatBuffers
1e+06,149.847989747,153.854036237333,75.9019035903333,27.8327658453333,31.7910429763333,33.3604723886667,8.13471491966667,7.18110333333333,12.9826866666667,0.0959666666666668,39.3824366666667,270.88992,6.0656
2e+06,295.987020768333,297.016012639,146.043925807333,55.6521298483333,64.160856688,69.4450431743333,15.6363261163333,12.1989666666667,25.7869333333333,0.188299999999998,80.1832866666667,532.1808,10.2636666666667
3e+06,448.836239836,450.014500244667,230.214623146,86.1337600743333,97.5586489083333,105.431741284333,23.4180341626667,19.3222,40.5581666666667,0.291499999999994,121.780566666667,805.515366666667,16.1895
4e+06,584.697814539667,598.175060889667,304.261152088667,121.708395281,130.700833337333,231.247784255,32.729329034,30.3844,61.1007666666667,0.383300000000006,165.6454,1078.97526666667,23.4386
5e+06,NaN,NaN,NaN,NaN,NaN,NaN,34.01076059,31.9100333333333,65.7727,0.510333333333335,202.784133333333,NaN,26.7032333333333
